"","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote"
"1719","2783831100","1438540158089973771",2021-09-16 16:27:55,"NoorAhmad_2015","Stop this nonsense I stand with people of occupied Afghanistan. My traditional dress is bla bla tweeting from europe. If you guys really have love for afghans why dont you help them financially? 

#Kabul #Taliban #FreeAfghanistan #AfghanistanCrisis #Afghanistan
#AfghanRefugees","Twitter Web App",277,NA,NA,NA,FALSE
"1720","2217340862","1438349563543359491",2021-09-16 03:50:33,"ObaidullaBaheer","Please note that the officers called back to work at the #kabulairport were not given guns..  neither were recalled #defence #forces members in other provinces.. guess they・ll be the hand combat units? <U+0001F937><U+0001F3FC><U+200D>¢<U+FE0F> https://t.co/zSalaw9BzV","Twitter for iPhone",207,NA,NA,NA,TRUE
"1721","2217340862","1438539887528005635",2021-09-16 16:26:50,"ObaidullaBaheer","The #Taliban have enough writ to make sure no aerial firing happens in #kabul the second time they announced fall of #Panjshir but they can・t control fighters exercising extrajudicial killings.. they can・t have it both ways.[1/2]","Twitter for iPhone",229,NA,NA,NA,FALSE
"1722","2217340862","1437732218751815682",2021-09-14 10:57:27,"ObaidullaBaheer","For those of us who once chased our dreams in #Kabul, these pigeons were a familiar sight. https://t.co/YSevkNXy9x","Twitter for iPhone",90,NA,NA,NA,FALSE
"1723","767001606","1438539574595096577",2021-09-16 16:25:36,"angelo5400","@AngeNMorris @hundy24 @caschmitt @thehill #Kabulairport they weren・t saved because people were more worried about people there is a video of a guy that has to leave his god he・d had since he served and they told them to leave him. Some people didn・t care and brought them anyway you know that wouldn・t have been Andrew<U+0001F92E>","Twitter for iPhone",277,"1438529061907623942","1287454766","AngeNMorris",FALSE
"1724","628545424","1438117538093617161",2021-09-15 12:28:34,"kurdistannews24","watch: Pakistani girl supporting the Taliban  against innocent people in #Panjshir .
But when asked what if the #Taliban were to rule over Pakistan, she says, ""No, I don't want that.""

#kabul #AfganWomen #afghanistan #talibans #PanjshirValley #panjshiri #<U+0623><U+0641><U+063A><U+0627><U+0646><U+0633><U+062A><U+0627><U+0646>  #<U+067E><U+0646><U+062C><U+0634><U+06CC><U+0631> https://t.co/cJ0L461pnT","Twitter Web App",273,NA,NA,NA,FALSE
"1725","628545424","1438538293402996739",2021-09-16 16:20:30,"kurdistannews24","#BREAKING NEWS :
Several rocket hit Electricity/ power station in Kabul Afghanistan 

#kabul #AfganWomen #afghanistan #talibans #PanjshirValley #panjshiri #<U+0623><U+0641><U+063A><U+0627><U+0646><U+0633><U+062A><U+0627><U+0646>  #<U+067E><U+0646><U+062C><U+0634><U+06CC><U+0631> https://t.co/2reKqv2OCJ","Twitter Web App",174,NA,NA,NA,FALSE
"1726","628545424","1437722105873776644",2021-09-14 10:17:16,"kurdistannews24","video : CNN
eyewitness and family members have to CNN:
the assassinations by Taliban across Afghanistan nonstop continues

#kabul #AfganWomen #afghanistan #talibans #PanjshirValley #panjshiri #<U+0623><U+0641><U+063A><U+0627><U+0646><U+0633><U+062A><U+0627><U+0646>  #<U+067E><U+0646><U+062C><U+0634><U+06CC><U+0631> 
#hrw #amnesty #HumanRights https://t.co/K3xtZgNl2h","Twitter Web App",239,NA,NA,NA,FALSE
"1727","628545424","1438392662051016708",2021-09-16 06:41:49,"kurdistannews24","WATCH:
@FoxNews  , Man behind Pennsylvania billboard of Joe Biden revealed: 'Making the Taliban Great Again'

link: https://t.co/Oc4mKsP8Pe

#kabul #AfganWomen #afghanistan #talibans #PanjshirValley #panjshiri #<U+0623><U+0641><U+063A><U+0627><U+0646><U+0633><U+062A><U+0627><U+0646>  #<U+067E><U+0646><U+062C><U+0634><U+06CC><U+0631> #biden #trump #BREAKING #BreakingNews #Taliban https://t.co/ty10C1b8kG","Twitter Web App",276,NA,NA,NA,FALSE
"1728","2376841909","1438537857115824129",2021-09-16 16:18:46,"mirnafranic","WFP resuming humanitarian flights to #Kabul 

 ：Getting aid workers and relief cargo into and around #Afghanistan is vital if we have any hope of preventing a total catastrophe；

<U+0001F449>https://t.co/UZ1d3s3SoQ

#humanitarianlogistics #HumanitarianAssistance #foodsecurity #supplychain","Twitter Web App",278,NA,NA,NA,FALSE
